,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,seventeen,eighteen,nineteen,twenty,Class,Stability,Cluster2
0,0.265066410487222,-1.5141303778860908,-0.3269755796380424,-0.7599218562699555,1.315693605195395,-1.8897871582663408,-0.9594707206693209,-0.17612702999534774,-0.9087092157615833,-0.2994320778569289,0.3019561724992901,-0.20409262573229395,-0.9476518117598,-0.9780694710468272,-0.32267373285388484,0.06687642158434308,-1.0100659665166076,-0.18900860889868987,-0.6332190673731172,1,1.0,2
2,1.1096725619993355,1.110848048414325,-0.07344107144473075,-1.7941784069683204,0.2702719748755653,-0.47766295257612296,-0.4593680118008258,-0.8292728501963921,-0.4633930508322076,-0.2554098811756558,0.15029200258319622,0.4879808624610295,-0.14670331452530694,1.5496188603454777,-0.5231980247667183,0.4131987677432457,-0.6478598157561277,0.9240494753605101,-0.20036264530142844,0,1.0,2
3,2.1934045548858463,2.408464447050125,-0.5950819906640736,0.19836709897553428,-0.14638823129559533,0.4116972234065811,-1.4615553605020917,0.14565853056728148,0.002095894814503835,-0.812379557922736,0.8462216898149829,0.0671034079568885,-2.5342351960494565,0.11603612941960262,-0.07455954411236054,0.9333178277686932,-2.3515098975967383,1.463558217025826,-1.0320039443503504,1,0.19,1
4,2.4029354889721413,-0.08876130004265155,-0.6605710532994831,0.2126595204238564,-1.28909935800744,-1.288879697657242,-0.7159053511787893,-0.5032145692390528,0.4982793072077868,0.923662895805448,1.1552505403348132,0.16233536177472133,-0.6983308557932449,-0.9359495685358966,-0.7766859870677998,-1.141379163802314,0.12323686084619455,-0.06430009056064237,-0.5363938780424459,1,0.83,2
5,0.3141976397916933,0.3462067773850421,-2.0378340401561816,-0.3921211232900209,-0.2878667637603909,0.19623838833293555,-0.878433904930938,-1.0029373862442823,0.9497392078910424,0.10345351222284277,-0.16936101178800408,0.9569282821415748,-1.4713575323436483,-1.5503136990689448,0.3385086697213537,0.5042978821441997,-0.6302253091527947,-0.5322010816365178,1.0860849808840949,1,0.97,2
6,-2.098406026918413,1.0214972171161958,0.008031263583676373,-0.05090418111534495,0.29651305862845456,-0.9229586525318322,-0.042794127851156494,-0.5053567604063411,0.03259659297191625,-0.5712086743338771,-1.199656950135056,0.9303915081126434,0.9520682563073846,1.5969048565287662,1.1372847723386847,-1.3257346174199514,-0.24618017739833056,0.6239478932482049,-0.07060552158279064,0,0.98,2
7,1.5125291049602745,0.5952586565293796,-0.9112061808182621,0.4796386612172277,0.085798284151989,-0.6206436026593688,0.8553247453686113,1.6244084769915628,-0.2428396509103605,0.04795816023021514,0.8439061055882652,-0.9366636120279082,-1.8664046777248804,-0.2524749988910986,1.3028860598506031,0.2961717933456389,-1.7666092559477338,-0.7446759179198534,-0.9481825987082724,1,0.74,2
8,0.08651364565501367,-1.2375072345375575,0.9814573798474028,-1.6098323057160904,-0.16960374362247316,-1.4199489882247482,-0.7762992167977522,0.9792085665851408,-1.4613617973258464,-1.0761255169556587,1.5065551979601786,-0.0984979392431033,-1.124482874186705,1.2656329253271097,-0.6279398351555683,-0.6639581839262977,-1.4220565481042715,0.5493717995141855,0.5327702642561355,0,0.99,2
9,-0.5577770391438164,0.5480060994598817,1.488900279477309,-0.5611549043504135,-0.2969506042342158,0.3567748528776597,-0.9543124261782454,-0.5994597656027897,0.6719895888509385,-0.1293662592087028,-0.519844060522494,-0.2314715791114456,-1.8342672143746823,0.419870367260492,-0.5008547472095441,0.4911017043024356,-0.55493988058675,0.8512101904530843,-0.8092439560283063,0,1.0,2
10,0.4013036551265357,-1.1246338856351288,-0.606363859276952,0.7587507507453733,-1.1479106628548543,0.836464631103252,0.2994052748462965,-1.262998754792785,0.8700354035879386,-0.8711111975537321,-0.31387253513242125,-0.011324967962140107,0.778254804021827,-0.6704436812659301,0.5601300999971032,-0.033213249827504884,-0.35108380505140035,-0.4218056792857528,-0.4309585799495875,1,0.72,2
11,0.8186264035705125,-0.701046096235019,2.4314773453712344,0.7321189624148344,0.5279652610931552,2.135199665579354,-0.3168422150826332,1.038504202461787,-0.4465498334021809,0.0024966054217452852,1.6029742458823293,-0.8741907592024887,-0.01891776760835306,-0.4788396376158712,-1.7108478602460986,0.20964001479560346,-0.9172204189119288,-0.16490221924598633,-0.6788035552660111,1,0.56,1
12,0.668755053508474,-2.0308992755617976,0.5300790530428117,0.07191745130275308,1.1520891322963456,1.9953500878194343,0.5418579508829501,-0.9922524710627008,0.8664314843768403,0.4188687073917069,1.0543375063277134,-0.1619689846009471,-1.1288414322898943,-1.8439145755881932,0.001190659030331749,-1.3904376849751279,-1.4501727229770962,-1.6136710861723025,-0.23859724251229586,1,0.91,2
13,1.6030659598738322,0.4383382983024173,0.4838007592549455,0.3978529798070141,-0.3591558684371488,-2.129380357171509,-0.19334606748949928,-1.2395357452731526,0.14403007991262673,0.4782495129694335,0.4151666884117952,0.4550644863849497,-0.6082575783087953,-0.22089494149434508,0.6567878088426463,0.7732151704301344,-0.5374471362876616,-0.8128994990605823,-0.19873199589420745,1,0.71,2
15,0.3528379553186202,-0.4195741565081758,-0.42674527632220377,1.491333597974872,0.5982371578162986,-0.7498614098823556,-1.3004682725508396,0.7827592855737163,-0.14366613518534602,1.10882650850945,-0.5813889961655635,0.6392492752867814,-1.4750230518376148,-1.7835823554498598,1.2688320161024451,1.7430482257370787,-0.5693539295026832,1.3434508269750631,-0.7309557787434545,1,0.99,2
16,-1.0074663251546598,-0.7760682541681648,-0.15938181232107276,-1.9218913393754884,0.2293540494897111,0.06072758593266828,-0.586585093027021,1.9984420511244505,-0.9296931009527376,-1.3002089192872506,-0.4205698773033868,1.6015419061142748,-0.1564673599346046,-0.3861992763772074,0.3374930140774032,-1.1681451162854946,2.127811379060436,2.041205200788259,-0.2607071290531055,1,0.72,2
