,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,seventeen,eighteen,nineteen,twenty,Class,Stability,Cluster2
6,-2.098406026918413,1.0214972171161958,0.008031263583676373,-0.05090418111534495,0.29651305862845456,-0.9229586525318322,-0.042794127851156494,-0.5053567604063411,0.03259659297191625,-0.5712086743338771,-1.199656950135056,0.9303915081126434,0.9520682563073846,1.5969048565287662,1.1372847723386847,-1.3257346174199514,-0.24618017739833056,0.6239478932482049,-0.07060552158279064,0,0.98,2
10,0.4013036551265357,-1.1246338856351288,-0.606363859276952,0.7587507507453733,-1.1479106628548543,0.836464631103252,0.2994052748462965,-1.262998754792785,0.8700354035879386,-0.8711111975537321,-0.31387253513242125,-0.011324967962140107,0.778254804021827,-0.6704436812659301,0.5601300999971032,-0.033213249827504884,-0.35108380505140035,-0.4218056792857528,-0.4309585799495875,1,0.72,2
14,-0.21599362903873667,-1.4673279138129418,1.0658592291628697,1.0416275823084342,-0.6327345286137338,-0.6357515891704864,0.4216096081426752,1.2578459742050196,-0.7549239633276085,0.1209102855168918,-1.8987753828642344,0.4782011545539749,0.4042478662860219,-1.1768017483833122,0.3551902228931154,0.8670838072445486,1.1375193489282642,-2.4317430262880606,-0.5325176106213786,0,0.29,1
18,-2.0674040043478144,-0.5193230102269312,0.3448099909458815,0.32268308257120343,0.0724104612311994,0.4807273970429543,-0.58468222080118,-0.2506094852100645,-0.22757742281170215,-2.325578136673275,-0.9066716608037616,0.7126200912843599,1.4404715546333795,-0.32603809859451216,-0.7038129140728053,1.7244690572583656,-0.059743453711072224,0.09077577972064307,0.04724956853215657,1,0.51,1
21,-0.25249099449961915,-1.1457971053846887,-1.058985262299318,0.4173686517603815,-1.0817221057869335,0.9419283535312898,-0.9223705866711605,-0.2659100060014981,0.5879233821411244,-0.6279134796398007,0.3603397613251644,0.2391630046599864,1.77271659227562,1.4239374983337556,-2.064644030685164,-0.2286283036779524,0.12868839259859316,-1.4032757523293409,2.2840825251223484,0,0.92,2
22,1.1066677400464433,-1.3280419256470508,-0.7641689746914206,-0.3816745541320725,1.6127806578148745,-0.31721983280531,0.3785833737110114,0.3031596335216533,-0.6746489220221934,-0.517555490243905,-1.4716586728636194,0.9413843663648084,0.6353247614734656,1.0980585767330076,-0.4125914243623108,1.156902242492713,-0.1335275729256426,0.06357560996593298,-0.9830213219132328,0,1.0,2
24,0.550217381495809,-0.3339378017323985,0.7599743931554563,-0.4322625280022043,0.169529468976494,-0.20268598114944414,0.8283975647906187,-1.7663212317933608,0.22700184281876296,0.5462074842889576,1.1798824259581802,0.3875087772953696,1.3284559768041126,0.8132417658628732,2.261469147895065,0.4723567761562213,-0.11908401459920034,1.7104059315719833,-0.27799484744952696,1,0.44,1
27,-0.816316580813946,1.7663202061451504,-0.03500434261834662,-0.07177921222282309,-0.6713147694210747,0.5033467130331857,0.4896817614762322,0.6973324484160255,-1.1517939697871582,-1.990441500041742,-1.0777077041251322,0.7791909792797183,0.7007931899777632,-0.7387517100759815,2.345015418416397,-0.16797661367509215,-0.6815524885187672,1.7446980832310963,-1.6110473749115133,1,0.59,1
32,1.0361581868543266,0.7110709257671008,0.22250556532191246,1.0584115763015027,0.5661830776653448,-0.029401318137507362,1.6784160461569657,-0.2025310208097896,1.4246689123966747,-0.7087050015460594,0.096405018621083,-0.8001192852356476,0.3460140070530969,-2.679666757983971,0.4463950021224673,-0.9277583004998105,-0.7714700763134993,0.3806926612699745,-0.669123168812347,1,0.8,2
33,0.4164948037953571,0.8582194849092467,-0.4863418886695268,0.5691693898806224,-0.9083909953733568,-0.8147503944092828,2.311041259778368,-1.50054378904982,1.1648490015947957,-0.9965268490528786,-0.8610735397883454,-0.2072336928999916,0.5122048143058373,1.199658469872142,0.5156079403491061,0.3494775920610592,1.0795221713328147,1.0638256026602602,1.1173454190046597,0,1.0,2
