,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,seventeen,eighteen,nineteen,twenty,Class,Stability,Cluster2
1,-0.13779129257557865,1.2040673263006292,-1.5926057047692483,-0.26273687726178,-1.086140029347547,-0.1280699925391528,-0.4488806603022173,0.6309378589371519,0.5014608635326524,1.36283293324846,0.3786916595383496,-0.5472747213980768,-0.9079040191140404,-0.13717045597534705,-0.5872199262155865,1.0590952834919514,0.008333000743310184,-0.9192506356007342,0.9759666730202932,0,0.29,1
25,1.241819435015356,1.3608135927719125,0.9298817731353852,0.4902372795166887,-0.2962271655324409,-0.5302875189899456,0.17416625085519405,0.06364162771136783,-2.7351932662560934,-0.04160716057154582,1.8429633133464616,-1.5190046563033346,2.121471102126144,-0.545365219927076,-2.429816650224476,-0.2606594682775274,1.363826360550617,-0.08031723074059352,0.0389111573868068,0,0.76,2
43,-0.5220831885552163,-0.9332046914365472,0.4829946628175174,1.664327119559582,-1.8039250651158747,-0.8836896107117119,0.4923494348466125,0.993113092670432,-2.392619433915377,-1.1938504839463415,-0.5545484114355724,-0.4788596153015993,0.12565379082316452,-2.0388059514897567,-0.9361116594876014,0.6435486384399293,-1.1902221613075044,-0.8337135420770835,0.3137111072344325,0,0.33,1
44,0.36068791362445307,1.090919468121626,-0.8564008879259912,-0.21297892574776264,0.4104688465825079,-0.20595443104370253,-0.5136630629412654,-0.3432955320473796,0.13779512067798813,-0.23056569509280825,0.7516907103899741,-1.839594590059588,1.348330270343622,-1.149638699233387,0.17932158877968926,-0.17924856470356776,0.8365233116493205,-0.3052572279094076,1.2006922820774018,0,0.58,2
61,0.5673229523263967,-1.3658953248696388,0.050492301151668716,-0.03842127839474024,1.9726660415280344,-0.0515258004012317,-0.8184692183740023,0.8302507968236675,0.24326812609744866,-0.2251493456854332,-1.915554496745414,-0.3952086726354579,0.3279142168134128,-1.628774183767001,0.5604157823210076,1.188790986230387,-1.1941203140602141,0.43579248654327024,-0.03955892141474306,1,0.75,2
72,-0.2253773267428116,0.09498622841613356,1.2551579383869862,0.7607710087536882,-0.41998734942506943,-0.6143372016127182,0.12638340385234104,-0.8199495780960157,1.2576029371962971,1.1667365237707497,-1.5074915367463635,0.12832911663597324,1.5198926001130737,-2.195387725625662,-1.431619872419331,-1.090597994483148,0.26953744596115065,0.5759881206567411,0.031152047607669136,0,0.55,1
73,-0.6071759153236587,-0.2134397489957658,-0.41247393346370936,-0.6088008759592539,-0.590535733615532,-0.062496891146966785,-0.6886234508143746,-0.5681905452665139,-0.10920703063269972,0.3899147964108223,0.8598425148070008,0.22199423051771852,1.1535318503826326,-2.3345405746225794,-1.2088326124204476,1.4538577915781326,-0.06337845389536281,-0.3714914284549604,-0.7379729652800506,0,0.19,1
75,1.3515562341750706,0.5171574269262443,-0.1465221222848881,-0.5621915596785658,0.1984226009199456,0.14867727307667966,-0.9105411142852032,-0.044762129193961685,-1.1160124532264522,0.2882944222049846,0.348824072844759,-0.7704716583476963,1.432698056172911,2.8552571743732744,0.5057052509850035,-0.6031748729841651,-0.34003220141564633,-0.5436412823882082,-0.634788008658807,1,0.0,1
82,0.1656938662289512,-2.7764367043387037,0.3670629608101012,-0.20919743099705795,-1.0392536516418311,-0.3656509142538784,0.2126268654045776,1.1077924565865729,0.09693852260077522,-0.20971831210141068,1.371826650926553,-0.2492723793603018,0.17004611821808946,-1.1004728063371008,-0.00397396940167616,0.0902322895043857,0.3936918525010675,1.4119624137124578,0.7739860995677417,0,0.37,1
92,1.3416508776297231,-0.885804763911345,0.9825524140975822,0.9952561274874516,0.936916402827478,0.7327347400949676,0.7411597038236645,0.09745868201391482,-0.6347714532353729,0.5316696145287603,0.3073170324913824,1.087001402409619,1.53234255894259,-1.2338934725066126,0.5743714821611978,-0.8790122786977654,-0.8861580615223456,-1.16389052045016,-0.6124293711389958,0,0.31,1
96,0.30970121548325674,-0.9309003263416769,0.5514725539497343,-0.03024866620031186,-1.7251399335846855,1.7893122621573547,1.3864233973329043,-0.4233035739647777,0.467639834964015,0.8610178409637991,-0.2760740524975412,-0.5689177892737488,0.6996672037864595,-3.0416972007039984,-0.290718808819294,0.07456057091483713,-1.3682489993323717,-0.7604788179259697,-0.0858551568243913,0,0.25,1
122,0.7627771048251609,0.8286669473046517,0.3112898922654844,0.4676702479013196,-0.44125316899258177,0.7591240413232183,1.6373106570444242,0.13440450502404236,1.73670761793903,0.3984385771043414,-0.0055260760162261675,0.8295759431776294,-0.1911701391657432,-1.6655060091468814,1.5372660754952998,-1.1099654101001235,0.2913856995723671,-0.15509595081308847,-0.3843839626597568,0,0.16,1
124,-1.145866741792548,-0.28312526905160945,1.060528468876035,0.5344116153013132,0.9714586322749588,-0.01914602633091325,-1.249160976130088,-0.5836383468203861,-1.1606685948202855,0.4713551032768459,0.18129656560594484,-2.029021458571988,1.4431038626656356,-1.1696337615960402,-0.5454789992075646,0.615049657860814,1.4267983793046664,-0.6007618343280882,-0.4303601964626362,0,0.44,1
126,0.7866094499459197,1.2111731615205763,1.8964857195429936,-0.7996239205158256,0.3662109036326515,-1.3485285638033115,0.34929033994189096,-0.4958725027855246,-1.4437050982499475,-0.20505029719100956,0.7950493395472986,-1.045064939487889,2.6142739603255807,-0.5272617082561701,0.12171802250708424,-1.4678712286821698,-0.9673223930133464,1.035217335949863,0.18849349195300336,0,0.94,2
128,-0.8246550211591631,0.6967877296443235,-0.2545879949594129,0.021017820034742583,1.2836099076081595,-0.13814863673978808,-0.02594294571013112,-0.3231210437202291,-0.5069958562621272,0.7875445518073845,0.2306042457107735,1.6447305934232337,1.7501610585530123,-1.1113100539672924,-0.04217838776091401,-0.7808082116407543,1.7629336017859716,1.807106712800033,1.2347622344463662,0,0.63,2
141,-0.569838136263311,-0.04337053163704207,-0.6392570924377241,-0.9646332157808544,-0.12531746215932918,-0.115333776909405,0.058047584385694885,-0.8695490389667075,-0.7105492261457637,-1.302295949583231,-0.7970237228338471,-0.8269928639371279,2.045785980452273,-0.1818088201924437,1.3876122018303303,-0.9920856240872986,0.0995061608325088,1.2011444311155792,0.02896232229135909,0,0.74,2
147,0.06961614401917895,-0.09744893163345494,-1.6499371398113305,-0.4080940842857905,1.2835355705056437,-0.8625591570724308,-0.6474618763201624,0.9987984382084291,1.0758365022550191,-0.4626034342442632,-1.6584116282953725,-0.9241882427147002,1.4172089921394302,0.7661651523633788,-0.3850932770527485,-0.08032867174070743,1.9102974853760748,-0.7602707173068306,0.476258781649784,1,0.43,1
161,0.1566177791053595,0.11946380237752068,-0.6529689249220548,0.015601590649574984,-1.5021508501897731,-1.0118021479878172,-0.180948098333895,0.3692901725858186,-1.515816866314975,-0.12616644078065087,-0.1376057036617519,-1.1409749631912505,0.6367705773129674,-1.843436105903797,0.4869276851133634,-2.0995623577640634,-1.4470251434467418,-0.31479721228026114,-0.06371786892062192,0,0.3,1
163,1.0254125878301528,-0.6406933169343759,1.6087445623697751,-0.721067424934437,-0.5122113281030128,-1.6062502728857373,-0.0913269946452768,0.211062319206689,0.6902497646702315,-0.6245567602321448,-0.5578117651600722,1.7033553834005368,2.1612145089529093,-0.18939797017440066,-0.06480121812878169,0.21694603420977,0.21079304583520164,-0.1531473443119663,0.13383538782356988,0,0.73,2
165,-1.138391412652085,-0.0034329689765718787,1.3639334639332574,0.5157184199468376,0.2240655393011872,0.33398236277325605,0.2580836211824004,0.07716385912576455,0.337421834068144,-1.938630626397542,-0.3250926452936734,-1.3286289620118523,0.9141399913103052,-2.2350538795768995,-0.03698099911778432,1.917607804354892,-1.519339971928282,1.3635795486302946,0.6380779668879564,0,0.44,1
171,-0.2724260872797709,0.4102931018696146,-0.7254031886249229,-0.4508514009308104,0.17267169566751836,0.5001198603756531,0.20005122867353245,-0.3520070933176908,-0.4548063005213959,-0.032331474966837234,-1.3017182099285904,-0.2900683419946466,-0.9133401704140921,-2.8348044677574933,0.393595454537948,1.9142287682749568,1.2749699037158675,0.20131651177351906,1.4205872414418659,0,0.17,1
173,1.1007940366413025,0.07501472461933029,0.22384883684038984,0.9600629012427602,1.9886889173840296,-1.6863220907657896,0.8540735260676704,0.9382894075883442,-0.2966184843104693,-0.5847681419639393,0.5791291892622401,-2.3399758585211723,1.1156760183410577,-1.2596567676234105,-0.29829992566784297,-0.98234669573788,-0.11816208396674376,-0.9022446050664406,0.31808853977085016,0,0.14,1
174,0.1831314952702605,-0.7533039975011463,-0.7599375893507381,-0.23991291947585186,0.767344164017255,-0.13548366343911689,-1.6363155590784624,0.9995216925735164,-1.7805614031749937,-1.540820106031185,-0.9434140238168508,0.13828727224610335,0.6540258916389394,-1.4542391607892904,0.2973843989739476,1.0899801362960655,-1.9365012464437499,0.4632390538046446,1.6478218734645338,0,0.42,1
178,-0.05087991670041398,1.4750783798585507,0.8782907207674168,0.5539980190912277,1.6669930080452557,-0.6133880529813872,0.14641921478144931,-0.8154454892722001,0.1445566726948663,1.0720178270068408,0.19935683459799974,0.747192921017253,1.5953958652480886,-1.6734089375237131,0.9931703346923244,1.5542520304641736,0.1596312112494268,0.05293723221967181,0.442594423312801,0,0.58,2
183,0.13340403614192392,-0.8077889334595573,-2.217292867825165,0.4563504368766218,1.271468113629535,0.3435810145749993,0.3427313400007206,0.4250690375835072,-0.6531185040205936,0.5921327893455753,-0.9785471248941648,1.273783785562106,1.7671928296310688,-1.6227120913555255,-1.2528023720899846,-0.26282851629225673,-0.3904695559480369,0.7287674705336912,0.8975996447079876,0,0.45,1
195,-0.4317970918548589,-0.08573896224018104,-0.6924832837377242,-0.5661614611629039,-0.35476138890766673,0.6869197532377648,0.6029078366327231,0.42205837247657735,-0.4984341784848248,-0.034690785967078905,0.9988451028364064,-0.7530778928932892,-0.33132899849868114,-2.3380733317401816,0.6912580617801853,0.9959766326496898,-0.13265966209095575,1.1630502948046657,0.05909608877383336,0,0.27,1
199,1.7155016363082685,-0.4593559842039429,0.1252679340415681,-0.4113827962788612,1.1310207268992554,1.0969405658648914,-0.7023393235998405,-1.0671405244100325,-0.5577346916831762,0.02445090984370141,-0.6118886816280605,-0.1139358491187751,2.2394399936089826,-0.7864206514093744,0.5422048218242607,0.5848781770595408,1.0857215017919029,-2.0332319941432657,-0.5641178909623066,0,0.96,2
204,-0.6551490227718816,-0.5068499256382754,3.075100034330737,0.44729661374606855,-0.5437191301041653,-1.2582637205465657,0.7488163956772551,-1.2224368589870394,0.03218764909735186,0.35726932409948553,-2.6774351480337923,0.2995990876649349,-0.8717166824666642,-3.27237363433572,1.6993432148735734,1.5559989633007043,-0.3252546357406758,0.7763235225495672,1.0411839291923923,0,0.21,1
