,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,seventeen,eighteen,nineteen,twenty,Class,Stability,Cluster2
1,-0.13779129257557865,1.2040673263006292,-1.5926057047692483,-0.26273687726178,-1.086140029347547,-0.1280699925391528,-0.4488806603022173,0.6309378589371519,0.5014608635326524,1.36283293324846,0.3786916595383496,-0.5472747213980768,-0.9079040191140404,-0.13717045597534705,-0.5872199262155865,1.0590952834919514,0.008333000743310184,-0.9192506356007342,0.9759666730202932,0,0.29,1
14,-0.21599362903873667,-1.4673279138129418,1.0658592291628697,1.0416275823084342,-0.6327345286137338,-0.6357515891704864,0.4216096081426752,1.2578459742050196,-0.7549239633276085,0.1209102855168918,-1.8987753828642344,0.4782011545539749,0.4042478662860219,-1.1768017483833122,0.3551902228931154,0.8670838072445486,1.1375193489282642,-2.4317430262880606,-0.5325176106213786,0,0.29,1
20,0.5583746375014669,0.7382979107025821,0.7340007129175015,-0.0880056320227356,0.4796044578594123,-0.2675333668410532,1.362421617604758,-0.3086515551966758,-0.6227413993446209,-0.8848069216929632,1.7733220654485344,1.1761619959557443,-0.1495089044897524,-2.0797057612994267,1.3116624215086683,0.8160684291765702,-0.5585248399775378,1.5510549300441552,0.8290032075233261,1,0.84,2
24,0.550217381495809,-0.3339378017323985,0.7599743931554563,-0.4322625280022043,0.169529468976494,-0.20268598114944414,0.8283975647906187,-1.7663212317933608,0.22700184281876296,0.5462074842889576,1.1798824259581802,0.3875087772953696,1.3284559768041126,0.8132417658628732,2.261469147895065,0.4723567761562213,-0.11908401459920034,1.7104059315719833,-0.27799484744952696,1,0.44,1
25,1.241819435015356,1.3608135927719125,0.9298817731353852,0.4902372795166887,-0.2962271655324409,-0.5302875189899456,0.17416625085519405,0.06364162771136783,-2.7351932662560934,-0.04160716057154582,1.8429633133464616,-1.5190046563033346,2.121471102126144,-0.545365219927076,-2.429816650224476,-0.2606594682775274,1.363826360550617,-0.08031723074059352,0.0389111573868068,0,0.76,2
28,-0.21648511423463,0.0557368710454744,0.8237692540273076,0.5701929362631728,0.05491341550938749,-0.42406257000063396,-1.234548695840445,0.987085023281516,0.8144494258403073,-0.4593988550478422,-0.2680811702483908,-1.1744432537172471,-1.9192944189799703,-0.1444484885619155,2.597987479309784,1.2515135637063517,0.4335141921539406,-1.5856140708378057,-0.368717476071338,0,0.18,1
35,0.3504585755194833,-0.17342994891309446,0.06824380422039081,1.5138387772287747,-0.4412590332627676,-1.332655232613948,2.1507941372364767,1.330205067641307,0.16444451728240222,-0.5032203335838296,-1.7887529809930642,0.4657439156622959,-1.6534511923706718,-3.2436993403866334,1.3157404886492885,-0.5766967645222444,-0.11598116344961926,-0.35180581237940056,-1.3765278123718967,1,0.98,2
43,-0.5220831885552163,-0.9332046914365472,0.4829946628175174,1.664327119559582,-1.8039250651158747,-0.8836896107117119,0.4923494348466125,0.993113092670432,-2.392619433915377,-1.1938504839463415,-0.5545484114355724,-0.4788596153015993,0.12565379082316452,-2.0388059514897567,-0.9361116594876014,0.6435486384399293,-1.1902221613075044,-0.8337135420770835,0.3137111072344325,0,0.33,1
44,0.36068791362445307,1.090919468121626,-0.8564008879259912,-0.21297892574776264,0.4104688465825079,-0.20595443104370253,-0.5136630629412654,-0.3432955320473796,0.13779512067798813,-0.23056569509280825,0.7516907103899741,-1.839594590059588,1.348330270343622,-1.149638699233387,0.17932158877968926,-0.17924856470356776,0.8365233116493205,-0.3052572279094076,1.2006922820774018,0,0.58,2
49,-1.5810254903062522,-0.4137752945675652,1.0127111795866612,1.0561216200730927,1.3763120781424574,-0.5243650864402513,0.16231117053724864,0.464433602308402,-0.4207272890582645,0.04582259445459865,2.1006586398663707,-1.5844607077558839,-1.0878962501612284,-2.4004733309435307,1.34686143370079,0.04757477041934883,0.481902927413605,1.6913325501378664,-0.7544968781137333,1,0.84,2
